age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
43,3,172826,15,10,2,11,0,4,1,99999,0,55,38,1
65,3,139272,9,13,2,11,0,4,1,99999,0,60,38,1
26,2,256000,14,15,2,9,0,4,1,99999,0,60,38,1
52,4,64045,14,15,2,9,0,4,1,99999,0,45,38,1
46,2,176814,14,15,2,9,0,4,1,99999,0,50,38,1
36,2,208358,14,15,0,9,1,4,1,99999,0,45,38,1
40,4,223881,14,15,2,9,0,4,1,99999,0,70,38,1
52,3,90363,14,15,2,9,0,4,1,99999,0,35,38,1
32,3,46807,11,9,2,2,0,4,1,99999,0,40,38,1
53,2,88842,11,9,2,3,0,4,1,99999,0,40,38,1
47,2,345493,14,15,2,9,0,1,1,99999,0,55,35,1
37,4,362062,14,15,2,9,0,4,1,99999,0,50,38,1
39,3,114844,14,15,2,9,0,4,1,99999,0,65,38,1
38,2,146091,10,16,2,3,5,4,0,99999,0,36,38,1
44,2,332401,14,15,2,9,0,4,1,99999,0,65,38,1
57,3,159028,14,15,2,9,0,4,1,99999,0,60,38,1
51,2,44000,12,14,2,9,5,4,0,99999,0,50,38,1
78,4,316261,9,13,4,3,1,4,1,99999,0,20,38,1
36,2,383518,15,10,2,0,5,2,0,99999,0,40,38,1
49,3,362795,12,14,0,9,4,4,1,99999,0,80,25,1
54,4,269068,14,15,2,9,0,1,1,99999,0,50,29,1
41,3,194636,9,13,2,11,0,4,1,99999,0,65,38,1
46,1,222115,9,13,0,0,1,4,0,99999,0,40,38,1
33,2,170769,10,16,0,11,1,4,1,99999,0,60,38,1
36,4,241998,15,10,2,11,0,4,1,99999,0,20,38,1
63,2,118798,11,9,2,2,0,4,1,99999,0,40,38,1
38,2,167140,14,15,2,9,0,4,1,99999,0,70,38,1
33,2,198660,11,9,2,6,0,4,1,99999,0,56,38,1
47,2,168262,12,14,5,3,1,4,1,99999,0,50,38,1
28,2,37359,8,11,2,9,0,4,1,99999,0,50,38,1
52,3,181855,14,15,2,9,0,3,1,99999,0,65,38,1
30,2,132601,9,13,2,3,0,4,1,99999,0,50,38,1
50,2,108435,12,14,2,3,0,4,1,99999,0,60,38,1
32,2,134737,9,13,2,9,0,4,1,99999,0,50,38,1
46,2,273771,9,13,2,11,0,4,1,99999,0,40,38,1
49,4,355978,14,15,2,9,0,4,1,99999,0,35,38,1
30,2,235124,11,9,2,13,0,4,1,99999,0,40,38,1
32,2,204567,9,13,2,11,0,4,1,99999,0,60,38,1
59,2,122283,14,15,2,9,0,1,1,99999,0,40,18,1
46,3,198660,9,13,2,11,0,4,1,99999,0,72,38,1
32,2,330715,11,9,2,2,0,4,1,99999,0,40,38,1
21,2,334618,15,10,4,10,1,2,0,99999,0,40,38,1
56,3,205601,10,16,2,9,0,4,1,99999,0,70,38,1
43,2,208613,14,15,3,9,1,4,1,99999,0,40,38,1
30,2,129707,9,13,2,9,0,4,1,99999,0,35,38,1
39,2,77005,12,14,2,9,0,4,1,99999,0,40,38,1
46,3,120131,14,15,2,9,0,4,1,99999,0,60,38,1
50,4,155118,11,9,0,3,1,4,0,99999,0,35,38,1
60,2,191446,11,9,2,3,0,4,1,99999,0,40,38,1
47,2,193047,10,16,2,3,0,4,1,99999,0,50,38,1
56,4,163212,11,9,6,0,4,4,0,99999,0,40,38,1
53,2,366957,9,13,2,3,0,1,1,99999,0,50,18,1
42,2,187795,15,10,2,3,0,4,1,99999,0,55,38,1
48,2,25468,12,14,0,3,1,4,1,99999,0,50,38,1
41,2,320984,14,15,2,9,0,4,1,99999,0,65,38,1
72,3,172407,14,15,2,9,0,4,1,99999,0,50,38,1
55,2,197399,12,14,2,3,0,4,1,99999,0,55,38,1
33,2,162572,9,13,2,9,0,4,1,99999,0,40,38,1
62,3,245491,9,13,0,11,1,4,1,99999,0,40,38,1
52,3,334273,10,16,2,9,0,4,1,99999,0,65,38,1
50,2,124963,9,13,2,3,0,4,1,99999,0,55,38,1
28,3,201186,11,9,2,11,0,2,1,99999,0,40,38,1
42,1,180985,0,6,2,5,0,4,1,99999,0,40,38,1
42,2,190179,9,13,2,9,0,4,1,99999,0,40,38,1
50,3,158294,14,15,2,9,0,4,1,99999,0,80,38,1
41,3,495061,10,16,2,9,0,4,1,99999,0,70,38,1
47,2,102308,12,14,2,3,0,4,1,99999,0,50,38,1
38,0,37683,14,15,4,9,1,1,0,99999,0,57,1,1
57,4,95280,15,10,2,11,0,4,1,99999,0,45,38,1
42,4,201908,14,15,2,9,0,4,1,99999,0,50,38,1
47,2,354148,14,15,2,9,0,4,1,99999,0,48,38,1
51,4,111283,11,9,0,3,1,4,0,99999,0,35,38,1
42,1,175642,9,13,4,0,1,4,0,99999,0,40,38,1
47,3,181130,14,15,2,9,0,4,1,99999,0,50,38,1
74,2,188709,14,15,2,9,0,4,1,99999,0,50,38,1
39,2,190297,10,16,2,9,0,4,1,99999,0,55,38,1
43,2,462180,14,15,2,9,0,4,1,99999,0,60,38,1
47,2,181307,15,10,2,11,0,4,1,99999,0,60,38,1
52,4,140985,9,13,2,0,5,4,0,99999,0,30,38,1
48,2,108557,9,13,2,12,5,4,0,99999,0,40,38,1
55,3,392325,9,13,2,11,0,4,1,99999,0,60,38,1
50,2,183173,11,9,2,9,0,4,1,99999,0,40,38,1
49,5,423222,12,14,2,11,0,4,1,99999,0,80,38,1
30,4,115932,11,9,4,2,1,4,1,99999,0,50,38,1
52,2,163998,11,9,2,11,0,4,1,99999,0,45,38,1
46,2,28419,14,15,2,9,0,4,1,99999,0,50,38,1
58,2,136841,9,13,2,9,5,4,0,99999,0,35,38,1
59,4,165315,9,13,2,9,0,4,1,99999,0,43,38,1
50,4,401118,11,9,2,2,0,4,1,99999,0,50,38,1
43,2,58447,10,16,2,9,0,4,1,99999,0,55,38,1
47,2,246739,9,13,2,3,0,4,1,99999,0,55,38,1
65,2,105491,9,13,2,3,0,4,1,99999,0,40,38,1
33,2,134886,15,10,4,0,3,4,0,99999,0,30,38,1
53,2,124076,10,16,2,9,5,4,0,99999,0,37,38,1
42,4,269733,12,14,2,11,0,4,1,99999,0,80,38,1
69,4,240562,14,15,2,9,0,4,1,99999,0,40,38,1
44,3,120277,9,13,2,3,0,4,1,99999,0,45,38,1
44,4,282722,14,15,2,9,0,4,1,99999,0,50,38,1
38,3,478829,14,15,2,9,0,4,1,99999,0,50,38,1
39,2,237943,9,13,2,3,0,4,1,99999,0,70,38,1
32,2,553405,9,13,2,11,0,4,1,99999,0,50,38,1
41,2,115932,15,10,2,3,0,4,1,99999,0,50,38,1
31,2,100252,9,13,0,7,1,1,1,99999,0,70,38,1
50,4,132716,14,15,2,3,0,4,1,99999,0,50,38,1
49,2,187454,11,9,2,11,0,4,1,99999,0,65,38,1
29,4,69132,14,15,0,9,1,4,1,99999,0,60,38,1
48,2,107231,14,15,2,3,0,4,1,99999,0,50,38,1
40,1,150755,9,13,2,9,0,4,1,99999,0,75,38,1
45,2,148995,10,16,4,9,1,4,1,99999,0,30,38,1
60,2,166330,11,9,2,7,5,4,0,99999,0,40,38,1
49,3,229737,14,15,2,9,0,4,1,99999,0,37,38,1
56,3,98418,14,15,2,9,0,4,1,99999,0,40,38,1
71,3,38822,12,14,2,3,0,4,1,99999,0,40,38,1
57,3,376230,12,14,2,11,0,4,1,99999,0,40,38,1
64,3,185912,14,15,2,9,0,4,1,99999,0,35,38,1
41,2,124956,9,13,5,9,1,2,0,99999,0,60,38,1
49,4,43348,10,16,4,9,1,4,1,99999,0,70,38,1
55,2,408537,6,5,0,2,4,4,0,99999,0,37,38,1
48,4,107231,9,13,2,3,0,4,1,99999,0,50,38,1
40,4,204235,12,14,2,3,0,4,1,99999,0,50,38,1
55,2,115439,14,15,2,3,0,4,1,99999,0,40,38,1
44,3,118212,9,13,2,3,0,4,1,99999,0,70,38,1
38,2,227945,12,14,2,9,0,4,1,99999,0,65,38,1
34,2,49469,9,13,4,11,1,4,1,99999,0,50,38,1
37,4,353298,11,9,2,11,0,4,1,99999,0,50,38,1
51,4,120781,14,15,2,9,0,3,1,99999,0,70,18,1
65,3,210381,9,13,2,3,0,4,1,99999,0,65,38,1
38,4,194534,12,14,2,9,0,2,1,99999,0,60,38,1
65,3,184965,10,16,2,3,0,4,1,99999,0,40,38,1
37,2,171150,9,13,2,11,0,4,1,99999,0,60,38,1
38,2,100375,14,15,2,9,0,4,1,99999,0,60,38,1
50,3,190333,14,15,2,9,0,4,1,99999,0,55,38,1
55,2,134120,0,6,2,2,0,4,1,99999,0,40,38,1
38,2,185848,12,14,2,3,0,4,1,99999,0,70,38,1
22,4,214014,15,10,4,11,3,2,1,99999,0,55,38,1
47,2,155664,12,14,2,3,0,4,1,99999,0,55,38,1
43,3,62026,14,15,2,3,0,4,1,99999,0,40,38,1
47,2,294913,14,15,2,3,0,4,1,99999,0,40,38,1
57,1,110417,11,9,2,2,0,4,1,99999,0,40,38,1
27,2,211032,13,1,2,4,2,4,1,41310,0,24,25,0
63,4,289741,12,14,2,4,0,4,1,41310,0,50,38,0
18,2,301948,11,9,4,10,3,4,1,34095,0,3,38,0
19,2,188815,11,9,4,7,3,4,0,34095,0,20,38,0
55,4,145574,11,9,0,3,1,4,1,34095,0,60,38,0
46,2,133938,12,14,0,3,1,4,0,27828,0,50,38,1
35,2,202027,9,13,0,3,1,4,1,27828,0,50,38,1
47,3,79627,14,15,0,9,1,4,1,27828,0,50,38,1
55,4,124975,11,9,0,2,4,4,1,27828,0,55,38,1
34,2,50276,9,13,4,11,1,4,1,27828,0,40,38,1
25,2,169905,8,11,4,11,1,4,1,27828,0,40,38,1
56,3,70720,12,14,0,3,1,4,1,27828,0,60,38,1
25,2,102476,9,13,4,4,3,4,1,27828,0,50,38,1
41,2,182108,12,14,4,9,1,4,0,27828,0,35,38,1
37,4,32239,11,9,0,4,1,4,1,27828,0,40,38,1
47,2,233511,12,14,0,11,1,4,1,27828,0,60,38,1
36,2,184456,14,15,4,3,1,4,1,27828,0,50,38,1
58,3,112945,14,15,4,9,1,4,1,27828,0,40,38,1
45,2,148549,15,10,0,2,1,4,1,27828,0,56,38,1
49,2,120629,9,13,0,3,1,2,0,27828,0,60,38,1
37,2,116358,11,9,4,2,2,0,1,27828,0,48,38,1
56,4,39380,15,10,3,4,1,4,0,27828,0,20,38,1
37,2,109133,12,14,5,3,1,4,1,27828,0,60,19,1
59,2,154100,12,14,4,11,1,4,0,27828,0,45,38,1
30,2,116138,9,13,4,3,1,4,1,27828,0,60,38,1
29,2,82242,14,15,4,9,4,4,1,27828,0,45,10,1
36,2,329980,9,13,4,3,1,4,1,27828,0,40,38,1
51,3,54342,14,15,0,9,1,4,1,27828,0,60,38,1
38,2,125933,9,13,5,3,1,4,1,27828,0,45,38,1
36,3,184456,9,13,4,12,1,4,1,27828,0,55,38,1
41,2,106679,12,14,4,3,1,4,1,27828,0,50,38,1
47,2,304857,12,14,5,12,1,4,1,27828,0,40,38,1
64,2,218490,9,13,0,3,1,4,1,27828,0,55,38,1
64,2,66634,9,13,0,3,4,4,1,27828,0,50,38,1
51,2,673764,12,14,4,9,1,4,1,27828,0,40,38,1
54,4,28186,9,13,0,4,1,4,1,27828,0,50,38,1
53,4,137547,14,15,4,9,1,1,1,27828,0,40,29,1
46,2,295566,10,16,0,9,4,4,0,25236,0,65,38,1
51,4,165001,12,14,0,3,4,4,1,25236,0,50,38,1
45,3,191776,12,14,0,11,4,4,0,25236,0,42,38,1
43,5,261929,10,16,3,9,4,4,1,25236,0,64,38,1
59,5,398626,10,16,0,9,4,4,1,25236,0,45,38,1
37,2,270059,15,10,0,0,4,4,0,25236,0,25,38,1
45,3,208802,14,15,0,9,4,4,1,25236,0,36,38,1
45,5,190406,14,15,0,9,4,2,1,25236,0,36,38,1
32,2,170154,7,12,5,3,4,4,0,25236,0,50,38,1
36,4,112497,14,15,0,9,4,4,1,25236,0,40,38,1
47,2,97883,9,13,6,8,4,4,0,25236,0,35,38,1
73,2,183213,8,11,6,9,1,4,1,25124,0,60,38,1
68,3,52052,8,11,6,11,1,4,0,25124,0,50,38,1
61,4,32423,11,9,2,4,5,4,0,22040,0,40,38,0
67,2,231559,14,15,2,9,0,4,1,20051,0,48,38,1
65,2,198766,12,14,2,11,0,4,1,20051,0,40,38,1
63,4,167501,15,10,2,9,5,4,0,20051,0,10,38,1
90,1,227796,12,14,2,3,0,4,1,20051,0,60,38,1
79,2,120707,10,16,2,9,0,4,1,20051,0,35,7,1
67,2,195161,12,14,2,9,0,4,1,20051,0,60,38,1
90,2,87372,14,15,2,9,0,4,1,20051,0,72,38,1
68,2,193666,10,16,2,9,0,4,1,20051,0,55,38,1
65,2,154171,14,15,2,9,0,4,1,20051,0,60,38,1
62,3,118725,11,9,2,3,0,2,1,20051,0,72,38,1
69,2,36956,15,10,2,3,0,4,1,20051,0,50,38,1
67,4,106143,10,16,2,11,0,4,1,20051,0,40,38,1
66,2,169804,9,13,2,11,0,4,1,20051,0,40,38,1
70,4,36311,9,13,2,9,0,4,1,20051,0,35,38,1
68,4,133736,15,10,2,11,0,4,1,20051,0,40,38,1
68,1,242095,9,13,2,3,0,4,1,20051,0,40,38,1
74,3,228075,15,10,2,3,0,4,1,20051,0,25,38,1
71,0,422149,15,10,2,3,0,4,1,20051,0,40,38,1
67,3,171564,11,9,2,9,5,4,0,20051,0,30,8,1
68,2,195868,9,13,2,11,0,4,1,20051,0,40,38,1
77,3,84979,10,16,2,4,0,4,1,20051,0,40,38,1
71,3,118119,15,10,2,3,0,4,1,20051,0,50,38,1
76,2,199949,9,13,2,0,0,4,1,20051,0,50,38,1
83,3,240150,0,6,2,4,0,4,1,20051,0,50,38,1
68,2,117236,9,13,2,3,0,4,1,20051,0,45,38,1
69,4,58213,9,13,2,9,0,4,1,20051,0,45,38,1
66,1,174486,10,16,2,9,0,2,1,20051,0,35,22,1
73,2,148003,15,10,2,0,5,4,0,20051,0,36,38,1
67,4,431426,7,12,2,3,5,4,0,20051,0,4,38,1
66,2,113323,9,13,2,9,0,4,1,20051,0,40,38,1
66,5,162945,14,15,2,3,0,2,1,20051,0,55,38,1
67,4,191380,14,15,2,9,0,4,1,20051,0,25,38,1
67,3,182581,15,10,2,3,0,4,1,20051,0,20,38,1
79,3,97082,2,8,6,11,1,4,1,18481,0,45,38,1
67,4,148690,12,14,6,9,1,4,1,18481,0,2,38,1
74,2,129879,11,9,6,0,1,4,0,15831,0,40,38,1
67,3,411007,11,9,6,3,1,4,0,15831,0,40,38,1
67,1,103315,12,14,4,3,2,4,0,15831,0,72,38,1
67,2,224984,11,9,6,0,1,4,0,15831,0,16,10,1
69,2,182862,11,9,4,13,1,4,1,15831,0,40,38,1
74,4,199136,9,13,6,2,1,4,1,15831,0,8,10,1
44,2,198282,9,13,2,3,0,4,1,15024,0,60,38,1
58,3,210563,11,9,2,11,5,4,0,15024,0,35,38,1
57,0,425161,12,14,2,11,0,4,1,15024,0,40,38,1
46,2,188386,10,16,2,3,0,4,1,15024,0,60,38,1
38,2,91039,9,13,2,11,0,4,1,15024,0,60,38,1
38,3,99146,9,13,2,3,0,4,1,15024,0,80,38,1
46,2,102388,14,15,2,9,0,4,1,15024,0,45,38,1
43,2,154374,15,10,2,2,0,4,1,15024,0,60,38,1
33,2,175697,9,13,2,3,0,4,1,15024,0,60,38,1
39,2,202027,9,13,2,3,0,4,1,15024,0,45,38,1
39,3,329980,9,13,2,3,0,4,1,15024,0,50,38,1
54,4,123011,11,9,2,2,0,4,1,15024,0,52,38,1
33,2,354573,12,14,2,9,0,4,1,15024,0,44,38,1
54,2,99185,10,16,2,9,0,4,1,15024,0,45,38,1
51,3,229465,12,14,2,3,0,4,1,15024,0,50,38,1
47,4,370119,9,13,2,11,0,4,1,15024,0,50,38,1
53,5,156877,11,9,2,0,0,4,1,15024,0,35,38,1
64,3,179436,9,13,2,3,0,4,1,15024,0,55,38,1
30,4,167990,8,11,2,9,0,4,1,15024,0,65,38,1
52,2,147876,9,13,2,11,5,4,0,15024,0,60,38,1
48,2,126754,12,14,2,9,0,4,1,15024,0,40,38,1
44,2,120277,9,13,2,9,0,4,1,15024,0,50,21,1
53,5,281590,11,9,2,3,5,4,0,15024,0,40,38,1
64,4,134960,9,13,2,3,0,4,1,15024,0,35,38,1
39,2,79331,12,14,2,3,0,1,1,15024,0,40,38,1
50,2,147629,12,14,2,9,0,4,1,15024,0,45,38,1
57,3,119253,12,14,2,11,0,4,1,15024,0,65,38,1
59,4,174056,9,13,2,11,0,4,1,15024,0,40,38,1
44,2,198282,12,14,2,3,0,4,1,15024,0,40,38,1
37,2,82521,9,13,2,3,0,4,1,15024,0,40,38,1
56,3,211804,9,13,2,11,0,4,1,15024,0,50,38,1
64,2,319371,9,13,2,3,0,4,1,15024,0,40,38,1
32,2,194426,9,13,2,12,0,4,1,15024,0,40,38,1
39,3,122742,7,12,2,3,0,4,1,15024,0,55,38,1
57,3,172654,14,15,2,13,0,4,1,15024,0,50,38,1
35,2,376455,15,10,2,3,0,4,1,15024,0,60,38,1
51,4,145409,9,13,2,11,0,4,1,15024,0,50,38,1
44,2,198316,9,13,2,3,0,4,1,15024,0,50,38,1
57,4,225334,14,15,2,11,5,4,0,15024,0,35,38,1
47,2,151267,11,9,2,6,5,2,0,15024,0,40,38,1
51,2,293196,10,16,2,9,0,4,1,15024,0,60,19,1
50,4,44368,11,9,2,11,0,4,1,15024,0,55,7,1
52,2,338816,15,10,2,3,0,4,1,15024,0,45,38,1
47,3,214169,11,9,2,4,0,4,1,15024,0,40,38,1
34,2,30497,9,13,2,3,0,4,1,15024,0,60,38,1
37,3,291518,9,13,2,2,0,4,1,15024,0,55,38,1
49,3,362654,15,10,2,3,0,4,1,15024,0,50,38,1
54,2,22743,15,10,2,13,0,4,1,15024,0,60,38,1
39,2,191807,11,9,2,11,0,4,1,15024,0,50,38,1
39,4,126569,14,15,2,9,0,4,1,15024,0,60,38,1
32,2,312667,9,13,2,9,0,4,1,15024,0,50,38,1
34,3,186824,14,15,2,9,0,4,1,15024,0,40,38,1
53,2,114758,12,14,2,3,0,4,1,15024,0,65,38,1
53,0,199720,10,16,2,9,0,4,1,15024,0,60,10,1
52,3,100506,15,10,2,11,0,4,1,15024,0,50,38,1
37,1,233825,9,13,2,9,5,4,0,15024,0,50,38,1
53,2,424079,12,14,2,3,0,4,1,15024,0,55,38,1
37,2,148015,9,13,2,9,5,2,0,15024,0,40,38,1
47,2,124973,8,11,2,3,0,4,1,15024,0,50,38,1
58,4,93664,11,9,2,3,0,4,1,15024,0,60,38,1
39,2,173175,9,13,2,3,0,4,1,15024,0,50,38,1
46,2,155659,15,10,2,2,0,4,1,15024,0,45,38,1
49,2,65087,12,14,2,3,0,4,1,15024,0,50,38,1
46,2,117849,15,10,2,11,0,4,1,15024,0,40,38,1
32,2,207668,9,13,2,3,0,4,1,15024,0,45,38,1
50,3,127315,9,13,2,3,0,4,1,15024,0,60,38,1
61,2,85548,15,10,2,12,0,4,1,15024,0,18,38,1
33,2,56701,9,13,2,9,0,4,1,15024,0,75,38,1
31,1,381153,15,10,2,10,0,4,1,15024,0,56,38,1
39,4,109766,14,15,2,9,0,4,1,15024,0,50,38,1
45,3,170871,11,9,2,3,0,4,1,15024,0,55,38,1
35,2,99357,12,14,2,9,5,4,0,15024,0,50,38,1
36,2,261382,12,14,2,11,0,4,1,15024,0,45,38,1
40,3,157240,12,14,2,3,5,4,0,15024,0,30,19,1
47,4,168109,11,9,2,4,0,4,1,15024,0,50,38,1
41,2,280167,12,14,2,3,0,4,1,15024,0,70,38,1
52,3,173754,14,15,2,9,0,4,1,15024,0,60,38,1
43,2,303051,8,11,2,3,0,4,1,15024,0,40,38,1
55,2,116878,10,16,2,9,0,4,1,15024,0,30,38,1
39,2,179668,9,13,2,12,0,4,1,15024,0,40,38,1
61,2,176839,9,13,2,9,0,4,1,15024,0,50,38,1
46,2,360096,9,13,2,3,0,4,1,15024,0,60,38,1
49,2,198759,7,12,2,11,0,4,1,15024,0,60,38,1
52,2,145409,15,10,2,13,0,4,1,15024,0,60,1,1
58,2,306233,9,13,2,11,0,4,1,15024,0,40,38,1
49,1,149210,9,13,2,10,0,2,1,15024,0,40,38,1
46,2,219021,11,9,2,13,0,4,1,15024,0,44,38,1
47,3,332355,12,14,2,3,0,4,1,15024,0,50,38,1
47,3,173783,9,13,2,11,0,4,1,15024,0,60,38,1
36,1,61778,11,9,2,9,0,4,1,15024,0,40,38,1
63,3,137940,14,15,2,9,0,4,1,15024,0,50,38,1
37,2,108140,12,14,2,3,0,4,1,15024,0,45,38,1
46,2,328216,9,13,2,3,0,4,1,15024,0,40,38,1
39,2,187098,14,15,2,3,5,4,0,15024,0,47,38,1
53,2,151580,15,10,2,9,0,4,1,15024,0,40,38,1
30,2,154950,15,10,2,3,0,4,1,15024,0,60,38,1
32,2,193042,14,15,2,11,0,4,1,15024,0,60,38,1
47,5,120429,10,16,2,9,0,4,1,15024,0,50,38,1
55,2,229029,9,13,2,3,0,4,1,15024,0,48,38,1
57,2,200453,11,9,2,2,0,4,1,15024,0,40,38,1
39,2,70995,9,13,2,13,0,4,1,15024,0,99,38,1
37,2,186934,11,9,2,11,0,4,1,15024,0,60,38,1
32,2,167531,14,15,2,9,5,1,0,15024,0,50,38,1
50,2,34832,9,13,2,12,0,4,1,15024,0,40,38,1
41,2,35166,14,15,2,9,0,4,1,15024,0,50,38,1
43,2,352005,9,13,2,11,0,4,1,15024,0,45,38,1
45,2,205100,9,13,2,3,0,4,1,15024,0,60,38,1
40,5,199381,12,14,2,9,5,4,0,15024,0,37,38,1
55,2,282023,9,13,2,11,0,4,1,15024,0,50,38,1
59,2,271571,15,10,2,2,0,4,1,15024,0,50,38,1
63,2,213945,9,13,2,11,0,4,1,15024,0,40,19,1
34,2,187215,9,13,2,9,5,4,0,15024,0,36,38,1
50,1,259377,12,14,2,9,5,4,0,15024,0,40,38,1
51,3,167793,9,13,2,3,0,4,1,15024,0,40,38,1
36,2,237943,12,14,2,3,0,4,1,15024,0,50,38,1
54,2,135803,9,13,2,3,0,1,1,15024,0,60,34,1
42,2,340234,11,9,2,12,0,1,1,15024,0,40,38,1
40,2,226902,12,14,2,3,0,4,1,15024,0,50,38,1
42,1,121998,15,10,2,3,0,4,1,15024,0,40,38,1
36,2,198237,9,13,2,9,0,4,1,15024,0,50,38,1
32,3,78530,15,10,2,3,0,4,1,15024,0,50,38,1
53,5,43952,12,14,2,3,0,4,1,15024,0,38,38,1
46,4,43348,14,15,2,3,0,4,1,15024,0,55,38,1
52,3,254211,12,14,2,9,0,4,1,15024,0,60,38,1
33,2,144949,12,14,2,9,0,4,1,15024,0,40,38,1
32,2,137076,15,10,2,3,0,4,1,15024,0,60,38,1
43,2,194726,14,15,2,9,0,4,1,15024,0,55,38,1
50,2,89041,11,9,2,2,0,4,1,15024,0,50,38,1
38,2,409604,9,13,2,3,0,4,1,15024,0,40,38,1
43,5,139734,9,13,2,3,0,4,1,15024,0,40,38,1
53,2,30244,7,12,2,3,0,4,1,15024,0,40,38,1
30,2,340917,12,14,2,3,0,4,1,15024,0,60,38,1
59,4,201263,9,13,2,11,0,4,1,15024,0,55,38,1
44,2,116825,14,15,2,9,0,4,1,15024,0,80,38,1
41,2,101593,12,14,2,9,0,4,1,15024,0,50,38,1
60,2,103344,11,9,2,2,0,4,1,15024,0,40,38,1
42,4,336513,9,13,2,2,0,4,1,15024,0,60,38,1
42,4,24763,10,16,2,9,0,4,1,15024,0,40,38,1
48,2,38950,9,13,2,3,0,4,1,15024,0,50,38,1
55,2,199067,9,13,2,3,0,4,1,15024,0,42,38,1
49,5,391585,9,13,2,3,0,4,1,15024,0,40,38,1
50,2,205803,12,14,2,11,0,4,1,15024,0,40,38,1
55,2,182460,11,9,2,2,0,4,1,15024,0,35,38,1
44,2,267717,12,14,2,2,0,4,1,15024,0,45,38,1
46,2,330087,9,13,2,3,0,4,1,15024,0,45,38,1
40,2,88909,9,13,2,3,0,4,1,15024,0,50,38,1
39,4,343476,9,13,2,9,0,4,1,15024,0,50,23,1
30,1,182926,15,10,2,10,0,4,1,15024,0,40,38,1
44,2,109912,10,16,2,3,5,4,0,15024,0,32,38,1
60,3,376133,11,9,2,0,5,4,0,15024,0,15,38,1
60,2,142494,15,10,2,3,0,4,1,15024,0,40,38,1
36,2,184112,14,15,2,9,5,4,0,15024,0,45,38,1
36,3,77146,9,13,2,11,0,4,1,15024,0,45,38,1
39,2,322143,2,8,2,13,0,4,1,15024,0,70,38,1
40,3,182437,7,12,2,11,0,4,1,15024,0,50,38,1
51,2,90363,15,10,2,0,0,4,1,15024,0,40,38,1
45,2,101452,12,14,2,3,0,4,1,15024,0,60,8,1
51,2,338620,12,14,2,3,0,4,1,15024,0,60,38,1
47,2,149700,9,13,2,12,0,4,1,15024,0,40,38,1
59,2,153484,9,13,2,2,0,4,1,15024,0,50,38,1
47,2,162741,7,12,2,9,5,2,0,15024,0,40,38,1
46,0,102308,14,15,2,9,0,4,1,15024,0,50,38,1
35,2,81232,9,13,2,11,0,4,1,15024,0,50,38,1
39,2,33983,15,10,2,0,0,4,1,15024,0,40,38,1
52,4,194995,9,13,2,11,0,4,1,15024,0,55,38,1
32,0,42900,14,15,2,9,0,4,1,15024,0,50,38,1
40,2,166662,14,15,2,9,0,4,1,15024,0,45,38,1
61,2,170262,11,9,2,3,5,4,0,15024,0,38,38,1
57,2,127728,9,13,2,3,0,4,1,15024,0,50,38,1
48,5,212954,12,14,2,9,0,4,1,15024,0,40,38,1
51,2,221672,12,14,2,11,0,4,1,15024,0,50,38,1
34,4,198664,9,13,2,2,0,1,1,15024,0,70,34,1
62,2,109190,9,13,2,3,0,4,1,15024,0,40,38,1
42,2,252518,14,15,2,3,0,4,1,15024,0,40,38,1
59,2,165922,9,13,2,9,0,4,1,15024,0,40,38,1
57,3,123053,14,15,2,9,0,1,1,15024,0,50,18,1
59,3,31359,12,14,2,3,0,4,1,15024,0,80,38,1
50,2,98975,9,13,2,3,0,4,1,15024,0,40,38,1
61,2,119684,14,15,2,9,0,4,1,15024,0,20,38,1
44,2,181762,9,13,2,13,0,4,1,15024,0,55,38,1
41,2,150755,10,16,2,3,0,4,1,15024,0,50,1,1
43,2,345789,9,13,2,9,5,4,0,15024,0,50,38,1
46,2,102569,12,14,2,3,0,4,1,15024,0,65,38,1
42,2,119359,14,15,2,11,5,0,0,15024,0,40,34,1
37,2,359001,8,11,2,13,0,4,1,15024,0,50,38,1
46,2,393715,15,10,2,3,0,4,1,15024,0,50,38,1
46,4,366089,14,15,2,9,0,4,1,15024,0,40,38,1
47,2,61885,9,13,2,9,0,4,1,15024,0,50,38,1
46,2,121124,7,12,2,3,0,4,1,15024,0,50,38,1
59,3,169982,15,10,2,3,0,4,1,15024,0,60,38,1
48,2,182541,9,13,2,9,0,4,1,15024,0,45,38,1
47,2,323798,14,15,2,9,0,4,1,15024,0,55,38,1
43,2,130126,9,13,2,3,0,4,1,15024,0,50,38,1
44,1,189956,9,13,2,10,5,2,0,15024,0,40,38,1
45,2,266860,12,14,2,3,0,4,1,15024,0,50,38,1
43,1,188291,14,15,2,9,0,4,1,15024,0,45,38,1
40,2,99604,12,14,2,9,5,4,0,15024,0,24,38,1
50,2,204447,12,14,2,3,0,4,1,15024,0,65,38,1
52,3,114758,9,13,2,11,0,4,1,15024,0,50,38,1
40,2,198873,14,15,2,9,5,4,0,15024,0,30,38,1
44,2,148138,10,16,2,3,0,1,1,15024,0,40,23,1
47,2,355320,9,13,2,9,0,4,1,15024,0,40,38,1
58,3,89922,8,11,2,3,0,4,1,15024,0,40,38,1
50,2,138852,12,14,2,3,0,4,1,15024,0,50,38,1
